frame_id,track_id,class_id,x1,y1,x2,y2
0,1,0,0.8640625,0.7351851851851852,0.8890625,0.8388888888888889
0,3,0,0.09114583333333333,0.525,0.1125,0.6074074074074074
0,4,0,0.8854166666666666,0.4305555555555556,0.9026041666666667,0.5027777777777778
0,5,0,0.1125,0.42592592592592593,0.1296875,0.5018518518518519
0,6,0,0.29270833333333335,0.5083333333333333,0.31197916666666664,0.5842592592592593
0,7,0,0.48020833333333335,0.5527777777777778,0.5005208333333333,0.6333333333333333
0,8,0,0.45364583333333336,0.5925925925925926,0.46822916666666664,0.6796296296296296
0,9,0,0.165625,0.3314814814814815,0.18177083333333333,0.39351851851851855
0,10,0,0.6260416666666667,0.3638888888888889,0.6369791666666667,0.43425925925925923
0,11,0,0.8427083333333333,0.2796296296296296,0.8567708333333334,0.33425925925925926
0,12,0,0.5286458333333334,0.4777777777777778,0.5494791666666666,0.5509259259259259
0,13,0,0.43854166666666666,0.4740740740740741,0.4515625,0.5564814814814815
0,14,0,0.29322916666666665,0.362962962962963,0.30625,0.43148148148148147
0,15,0,0.5515625,0.2916666666666667,0.5645833333333333,0.3472222222222222
0,16,0,0.4703125,0.3638888888888889,0.4796875,0.42962962962962964
0,17,0,0.22604166666666667,0.24444444444444444,0.2390625,0.2972222222222222
0,18,0,0.4234375,0.2898148148148148,0.4322916666666667,0.3490740740740741
0,19,0,0.49583333333333335,0.19074074074074074,0.5072916666666667,0.23981481481481481
0,20,0,0.22604166666666667,0.24444444444444444,0.2390625,0.2972222222222222
0,21,0,0.3848958333333333,0.24351851851851852,0.3953125,0.2962962962962963
0,22,0,0.6901041666666666,0.18703703703703703,0.7005208333333334,0.2351851851851852
0,24,1,0.484375,0.4212962962962963,0.4901041666666667,0.4305555555555556
1,1,0,0.8640625,0.7351851851851852,0.8895833333333333,0.8388888888888889
1,3,0,0.09114583333333333,0.525,0.1125,0.6074074074074074
1,4,0,0.8854166666666666,0.4305555555555556,0.9026041666666667,0.5027777777777778
1,5,0,0.11302083333333333,0.42592592592592593,0.1296875,0.5018518518518519
